label,text,len
ham,k not come search job,0.046
ham,get lousy sleep keep wake hour cat want come worry cold,0.12
ham,yeah leave couple minute let know mu,0.072
ham,sure wake,0.057
ham,hey jazz power yoga hip hop yogasana,0.054
ham,battery uncle aka,0.049
ham,not pick phone right send message,0.051
ham,wait min stand bus stop,0.029
ham,oh think mean mary jane,0.037
ham, oh  deduct lesson,0.067
ham,m j wot bout u,0.041
ham,eat wait ur monkey face bitch u,0.092
ham,good night go sleep,0.03
ham,grab eat text mu,0.068
ham,k not come search job,0.046
ham,pain move doctor,0.087
ham, oh babe will not slide place midnight thank invite,0.095
ham,person story,0.023
spam,guess somebody know secretly fancy find landline min,0.156
ham,awesome,0.034
spam, free text message valid,0.074
ham,yes completely utter waste,0.059
ham,honeybee say d d world god laugh say wait u met d person read moral god crack joke ,0.158
ham,thank nice go speak soon,0.073
ham,feathery guy know,0.076
ham,not close eye play,0.065
ham, infra slow lar wan fast,0.058
spam,win guarantee award claim ur award free stop,0.131
ham,,0.014
ham,enjoy ur life good night,0.027
ham,yes meet town cos home text bus stop worry finish march,0.143
ham,u question hour answer,0.053
ham,s cool cum  ,0.052
ham,silent,0.031
ham,alright,0.039
spam,reply win weekly world cup hold send stop end service,0.103
ham,boat  check yo half naked,0.083
ham,suppose know,0.034
ham,sorry later,0.022
ham,sorry later meet thing relate trade  ,0.089
ham,hey late  need drink tea coffee,0.061
ham,buy car urgently  shortage source dis amt lac that prob,0.15
spam,urgent landline complimentary holiday cash await collection box,0.153
ham,length e e short n get fringe go lazy dun wan distract u,0.123
ham,s,0.024
ham,call message miss call,0.032
ham,sorry later,0.022
ham,basket tonight,0.049
ham,hi get nice night thank lift u tomorrow,0.108
ham,valentine huh proof page ugh glad watch tool,0.119
spam,free tone hope enjoy new content text stop provide,0.129
ham,eh den sit u book e huh,0.034
ham,,0.038
ham,shall come pickle,0.026
ham,boo hope laugh,0.032
ham,sit,0.031
ham,leave class babe come  hope nice sleep love,0.117
ham,fish memory need,0.045
ham,b go mon sis need,0.055
ham,idea soon convert live,0.038
spam,yo yo yo come new selection hot member free click open link send ur,0.143
ham,s s go draw series year south soil,0.08
ham,today late min,0.054
ham,major role community outreach rock mel,0.062
ham,shopping rain hard leave orchard,0.052
ham,hi birth mother baby brilliantly,0.081
ham,forward message proof,0.036
ham,go intention run choose room clean visitor maybe good choice yes want maybe feel feel friend want drop buy happen morning try know,0.431
ham,lei mum lazy ask,0.062
ham,want know rule talk early week start happen show responsibility week bend rule way way  tired have argument week movie doesnt preview get,0.375
ham,beautiful truth gravity read carefully heart feel light feel heavy leave,0.16
spam,great news claim guarantee cash gift speak live operator,0.118
ham,meet u dha,0.052
ham,read shame tell take run blame u long time,0.138
ham,princess kitty shave natural,0.042
ham,well will not use wife doctor,0.063
ham,ya come ago,0.022
ham,tomorrow onwards eve work,0.038
ham,toa get place walk,0.05
ham,anybody number think tactful way ask,0.083
spam,u win music gift week start word draw,0.157
ham,movie watch unlimited movie pay,0.084
ham,u have lunch ,0.039
ham,yes obviously egg pert potato head speak soon,0.076
ham,man car mean cram people,0.053
ham,get new job bar airport hour mean lie touch,0.094
ham,ready bat,0.038
ham,birthday,0.038
ham,ugh y u apologize admit u wrong ask u,0.075
ham,la u rite k day den,0.062
ham,yes small boost secret energy,0.059
ham,miss u,0.023
ham,suppose,0.037
ham,simply sit watch match office,0.045
ham,jot thing want remember later,0.051
ham,oh sorry,0.024
ham,hey go lo lesson gym,0.043
ham,not pack buy cereal pack food pack miss,0.123
ham,thing big,0.043
ham,dun wan watch infernal affair,0.036
ham,wake afternoon sup,0.046
spam,half price orange line rental late camera phone free phone free update,0.155
ham,send pic like,0.035
ham, book include,0.059
ham,later,0.032
ham,de time ill tell k,0.05
ham,not use hook,0.027
ham,blackberry,0.04
ham,hi home,0.037
ham,hey pick u college u tell wen love pete,0.084
spam,use ur min call cast min mob vary service provide month u stop age,0.152
ham,oh yogasana den den rush u ready,0.125
ham,y late need n da,0.045
ham,sir wait mail,0.032
ham,charge mobile morning,0.052
ham,get unknown,0.039
ham,ugh eve,0.032
ham,shadow early spring,0.052
ham, slice ,0.04
ham,hey want crave miss need love al,0.096
ham,training tomorrow,0.031
spam,urgent mobile won bonus caller prize attempt reach  ,0.158
ham,pass dis ur contact n wat u wid smile face r hot r  wid u jealous miss color,0.276
ham,cos daddy arrange time c wat time fetch,0.051
ham, eldest know,0.026
ham,hi,0.036
ham,hard believe thing like lie think twice say,0.099
spam,eerie tone tone title tone title ghost exorcist twilight,0.162
spam,sexy singles wait text age follow gender wither m f gay man text age follow,0.149
ham,good night dear care,0.044
ham,song,0.023
spam, claim ur message text ur mate join   remove stop,0.161
ham,yar actually fast cos da ge slow wat,0.063
ham,come later normally bathe da afternoon,0.06
ham,trust ,0.041
ham,hey meet want meal feel like bus s sweet,0.133
spam,free real,0.03
ham,like noon,0.027
ham, opening,0.042
ham, wat happen,0.04
ham,,0.017
ham,sweet princess tell like dislike bed,0.081
ham, wish great semester,0.038
ham,love word rich day,0.048
ham,dude like buff wind,0.035
ham,babe,0.013
spam, official poly colour flag yer mobile text tone flag opt stop ,0.155
ham, want need actually well yor get money work man pay rent fill gas tank yes stress depressed home thanksgiving tell m,0.363
ham,will not play,0.04
ham,cash text,0.047
ham,oh love good hear miss today sorry have problem provider thank,0.154
spam,final chance claim ur worth discount voucher today text yes member offer mobile t sub,0.159
spam,private account statement show unredeemed bonus claim identifier code expire,0.144
ham,probably want pick,0.031
ham,,0.011
ham,cut girl world,0.044
ham,dice art class thank idea time come tomorrow,0.088
spam, inclusive text credit stop extra charge  po ,0.159
ham,oh gud gud en,0.047
ham, ticket wat u,0.064
ham,lousy,0.024
ham,site simulate test give tough question test readiness,0.095
ham,seriously hit light vomit,0.134
ham,fetch u fetch,0.023
ham,thank like,0.032
ham,imagine come home have rub foot dinner help ready date sure ready kind life,0.175
spam,sexy st day pic pic not miss saucy pic c,0.154
ham,say loan,0.038
ham,spare power supply,0.035
ham,yar clever aft guess get ask bring  willing attach wat,0.147
spam,winner specially select receive cash award speak live operator claim cost,0.157
ham,yeah bed midnight,0.051
spam,sunshine claim ur holiday send stamp self address envelope drink po box bray quiz start stop,0.161
ham,available night ask nickey instead,0.107
ham,time week,0.038
ham,wish u return day happy birthday,0.06
spam,u win music gift week start word draw ,0.159
ham,hope know mad,0.037
ham,g spotty thing remember research province sterling problem free place look,0.157
ham,hall boy ask girl tell starting term dis answer den manage lot hesitation n silently say,0.185
ham,know result,0.028
spam,week competition draw u win prize claim stop ,0.169
ham,beautiful truth gravity read carefully heart feel light feel heavy leave good night,0.159
ham,sorry m get feel bad totally reject thing,0.079
ham,get diamond,0.04
ham,favor convey birthday wish forget today birthday,0.113
ham,go,0.03
ham,like china noisy,0.042
ham,later guess study,0.041
ham,s training manual tech password reset,0.113
spam,voucher w c log discount credit opt reply stop customer care,0.137
ham,speak uncle today strongly feel need sacrifice go beg listen not promise clear thing easy need let work thing long expect help creativity stifle happy promise,0.382
ham,start search job great potential talent,0.087
ham,take leave minute,0.049
ham, ya,0.027
ham,come hostel,0.028
ham,k love,0.026
ham,remember get to bathe dog today,0.049
ham,drug able eat,0.039
ham,alright take morphine yo,0.038
ham,requirement,0.031
ham,trouble day s sort bloke u girl mum think,0.162
spam, hey buffy love satisfy man home feel randy reply c pix  send stop stop,0.154
spam,sunshine claim ur holiday send stamp self address envelope drink po box bray quiz start stop,0.161
ham,collect ur,0.025
ham, later show want drink prefer spend money mind,0.154
ham,home,0.022
ham, time,0.034
ham,table occupy wait tree,0.045
ham,surely not forgot touch,0.07
ham,hi kindly document submit loan,0.077
ham,not shall buy dear,0.032
ham,oh god happy message day,0.05
ham,year mile,0.03
ham,hey cutie go  like hill kill,0.114
ham,sad story man week wife wish parent forget n go work colleague wish enter cabin pa say happy boss feel special lunch lunch invite apartment go say u mind bedroom minute se sexy mood come wid cake n wife parent friend n colleague scream surprise wait sofa naked,0.588
ham,think honesty road bank tomorrow tough decision great people,0.114
spam,free week tone ur mob week tell ur mate  tone,0.147
ham,  work slave labor look month sha cos beggar,0.114
ham,reply change phone number,0.05
ham,write dictionary mode screen hand remove ur hand interesting,0.141
ham,hi m way smash driver big dent m miss u u,0.158
ham,make sure everybody speed,0.056
ham,come home dinner,0.029
ham,thank way lose,0.039
ham,good mind,0.032
ham, month,0.037
spam,shop till u drop k k cash travel voucher po box cost mobile vary,0.156
ham,come,0.063
ham,will not wat wit guy,0.029
ham,try play original,0.048
ham,good day speak weekend,0.059
ham, think,0.029
ham,work ,0.024
ham,ready moan scream,0.031
ham,oh k get job s,0.037
ham,don t think need go late school night especially class miss probably fail test,0.193
ham,help,0.045
ham,babe go day   sip think love send kiss sea,0.154
ham,,0.003
ham,u ur grown right,0.032
ham,get porridge rice yam cake eat cheap den n,0.131
ham,know people hit yes,0.052
ham,purity friendship smile read message smile see gud,0.142
ham,specific regard,0.104
ham,oh god go to nearby cliff,0.043
spam,free camera phone month cross min price bundle deal j,0.152
ham,page add figure get page,0.073
ham,go to start belly dance wed u want join,0.105
ham, appreciate care,0.054
ham, treat mail mail respect mother mail,0.108
ham,call pick e phone ask say,0.077
ham,hi address change,0.042
ham,v  l e ternal n t ruthful  n e happy advance,0.132
ham, bout,0.042
ham,bring get,0.022
ham,movie wat,0.03
ham,sure stomach,0.038
ham, have dinner cousin,0.054
ham,boy late home father,0.056
ham,man definitely come mu tonight excuse,0.066
ham,soon real thing princess wet ,0.065
ham, convey birthday wish  today birthday,0.093
ham,leg neck kill hope end night burn think swing like hour,0.132
spam,urgent mobile win bonus caller prize attempt reach   ,0.158
ham,usually body take care buy make sure not progress continue talk,0.112
spam,urgent costa sol holiday await collection   s cost,0.159
ham,night night,0.022
ham,want holy guy bud,0.068
ham,bit arty collage mo ne way got roast min lovely shall enjoy,0.119
ham,day class right,0.058
ham,today late pain,0.06
ham,let later n ask u,0.054
ham,heart sory,0.045
ham, u wan buy ur house,0.066
ham,carton u shelf,0.067
ham,nice talk not forget pix want,0.077
spam,win guarantee cash prize claim yr prize customer service representative cost,0.154
ham,funny wat u run short distance wat,0.076
ham,notice like look mirror turn right freak,0.077
ham,great get worried know wonderful person like good life know u r wonderful god love,0.175
